   50086.6          1    372.207          1    101.113 
   47067.4          0     287.68          2    32.9275 
     38939          0    180.007          3   -30.7508 
     28643          0      59.52          4   -95.5103 
   17379.3          0   -57.8667          5   -151.932 
   2206.29          0   -181.247          6   -193.188 
  -9483.16          0   -288.093          7   -236.766 
  -23378.9          0    -377.58          8   -251.042 
  -33481.4          0   -458.387          9   -277.169 
  -36926.3          0    -509.64         10   -309.777 
  -39984.1          0     -570.4         11   -353.986 
  -44009.6          0   -581.147         12   -342.945 
  -49157.6          0   -588.173         13   -322.108 
  -54189.5          0   -572.053         14   -278.753 
  -61311.5          0    -512.12         15   -180.271 
  -66846.6          0    -453.84         16   -92.0328 
  -69943.1          0   -370.967         17    7.60058 
  -70214.1          0   -288.093         18    91.9404 
  -64059.7          1     -179.8         19    166.923 
  -59027.8          1     -62.62         20    256.868 
    -48577          1      42.78         21    305.703 
  -30965.4          1     163.68         22     331.28 
    -11225          1      272.8         23    333.555 
   4064.21          1    374.687         24    352.689 
   12695.8          1      455.7         25    386.984 
   19198.6          1     506.54         26    402.628 
   25701.3          1    568.127         27    429.018 
   33016.9          1     584.04         28    405.336 
   38590.7          1    590.447         29    381.575 
   45480.5          1    576.187         30    330.024 
   50744.6          1    544.153         31    269.498 
   57402.1          1    460.453         32    149.764 
   56705.4          0      384.4         33    77.4819 
   52370.3          0    290.573         34    7.11927 
   43777.4          0    180.627         35   -56.3183 
   31391.2          0    67.9933         36   -101.912 
   17727.7          0   -36.9933         37   -132.945 
    1703.1          0   -158.513         38   -167.731 
  -12347.5          0   -264.327         39   -197.496 
  -26359.3          0    -366.42         40    -223.75 
  -38164.9          0    -464.38         41   -257.813 
  -43196.8          0    -541.88         42   -308.078 
  -47299.7          0    -594.58         43    -338.57 
  -51557.4          0    -611.94         44   -332.885 
  -57015.1          0   -612.147         45   -303.553 
  -63208.2          0   -584.867         46   -242.752 
  -69014.2          0    -516.46         47   -142.921 
  -73775.1          0   -447.433         48   -48.1255 
  -75323.4          0   -361.047         49    46.6411 
  -73194.5          1    -273.42         50    122.745 
  -66033.8          1   -164.713         51    192.694 
  -55853.9          1     -53.32         52    248.989 
  -44125.7          1      48.98         53     287.81 
  -24501.4          1    160.373         54    292.987 
  -4954.47          1     259.16         55    285.976 
   10528.2          1      356.5         56    299.516 
     23766          1    441.233         57      312.6 
   32397.6          1    498.687         58    323.335 
   40796.9          1    565.853         59     345.04 
   47338.4          1    585.073         60    328.854 
   50125.3          1    593.547         61    322.244 
   50357.5          1    576.807         62    304.247 
     55041          1    537.127         63    239.217 
   57324.7          1    462.727         64    152.457 
   55931.3          0    385.433         65    82.7052 
   51092.9          0    302.973         66    26.4328 
   42035.6          0    194.473         67   -33.0441 
   30113.9          0      83.08         68   -79.9113 
   17456.8          0   -31.8267         69   -126.311 
   3173.96          0     -164.3         70   -181.479 
  -3367.49          0   -285.613         71   -267.387 
   -9715.4          0   -397.833         72   -345.249 
  -13392.5          0   -485.253         73   -412.766 
  -20321.1          0   -556.967         74   -446.979 
  -29223.6          0   -589.827         75   -431.654 
  -39055.1          0   -603.467         76   -392.081 
  -50086.6          0    -593.96         77   -322.866 
  -60034.2          0   -569.367         78   -244.432 
  -68820.6          0     -502.2         79   -129.708 
  -74239.6          0   -441.233         80   -39.4115 
  -76755.5          0   -360.633         81     54.806 
  -76523.3          1    -274.04         82    140.142 
  -71026.9          1     -164.3         83    220.133 
  -63904.9          1   -53.5267         84    292.359 
  -56705.4          1      63.86         85    370.778 
  -39364.8          1     174.84         86    387.902 
  -18656.7          1    276.727         87    377.706 
   1780.51          1    373.033         88    363.396 
   17108.4          1    452.393         89    359.794 
     30230          1    501.373         90    337.754 
   39906.7          1    563.993         91    347.998 
   47493.2          1    579.493         92    322.436 
   51983.2          1      579.7         93    298.341 
   54189.5          1    560.893         94    267.593 
   59569.7          1    523.693         95    201.272 
   67543.3          1    441.027         96    75.4484 
   72381.7          1    359.807         97   -31.9591 
   73078.4          1    268.047         98    -127.49 
   70330.2          0     152.52         99   -228.142 
   64446.8          0    38.8533        100   -309.965 
   52602.5          0   -68.4067        101   -353.118 
   37661.7          0   -185.793        102   -389.637 
   22914.4          0   -280.033        103   -404.058 
    6270.5          0   -364.767        104   -398.706 
  -5496.36          0    -441.44        105   -411.691 
  -18037.4          0   -521.213        106   -423.586 
  -27481.8          0   -545.807        107   -397.061 
  -34990.9          0    -571.64        108   -382.252 
  -41416.2          0    -578.46        109   -354.295 
  -50628.5          0   -565.647        110    -291.62 
  -60808.3          0   -532.993        111   -203.868 
  -68820.6          0   -458.593        112   -86.1016 
    -74317          0   -384.607        113    17.6341 
  -77336.1          0   -291.813        114    126.768 
  -77142.6          1   -179.593        115    237.941 
  -69710.9          1   -62.4133        116    314.897 
    -55970          1    61.7933        117    364.731 
  -41377.5          1    173.187        118    397.143 
    -24424          1     277.76        119    409.955 
  -5767.31          1    371.793        120    403.009 
     10296          1      455.7        121    399.973 
   25198.1          1    537.953        122    401.569 
   37777.8          1     579.08        123    374.608 
   47454.5          1    608.427        124    351.579 
   52563.8          1      607.6        125    323.098 
   53492.8          1    580.733        126    291.204 
   55931.3          1    528.033        127    225.305 
   57324.7          1    459.213        128    148.943 
   55544.2          0     358.98        129    58.3469 
   49738.2          0      282.1        130     12.892 
   40719.5          0      170.5        131   -49.8944 
   28449.5          0    71.5067        132   -82.4761 
     16102          0     -37.82        133   -124.972 
   2593.35          0   -164.507        134   -178.543 
  -1083.79          0   -283.753        135   -277.887 
  -2941.71          0    -388.74        136   -372.818 
  -6618.86          0    -494.14        137   -458.315 
  -8438.08          0   -558.413        138   -512.742 
  -10218.6          0   -604.707        139   -549.399 
  -13431.3          0     -629.3        140   -556.603 
  -18850.2          0    -621.24        141   -519.213 
  -26127.1          0   -591.893        142   -450.481 
  -33249.1          0   -539.813        143   -359.852 
  -37197.2          0    -442.68        144    -241.35 
  -37700.4          0   -357.327        145   -153.273 
    -34720          1   -273.007        146   -85.0848 
  -29223.6          1     -173.6        147   -15.4272 
  -19430.8          1   -64.0667        148    41.1025 
  -6541.44          1      34.72        149    70.1256 
   2903.01          1    164.713        150    149.001 
   3948.09          1     271.56        151    250.191 
   4954.47          1    369.933        152    343.117 
   6425.32          1    450.533        153    415.756 
   8747.73          1    540.227        154     492.88 
   11805.6          1    585.073        155    521.176 
     19005          1    602.847        156    499.982 
   25546.5          1     614.42        157     476.15 
     33133          1     590.86        158    411.528 
   37971.3          1    532.993        159    327.473 
   41648.5          1    466.447        160    241.024 
     44087          1     398.66        161    160.039 
   42887.1          0    302.767        162    70.6402 
     37352          0    175.253        163   -26.9146 
   27404.4          0    54.1467        164   -94.1796 
   13005.5          0   -67.3733        165   -137.765 
   503.188          0   -193.853        166   -196.577 
   -1703.1          0   -317.853        167   -308.635 
   -2283.7          0    -411.06        168   -398.699 
  -3909.38          0   -472.647        169   -451.487 
  -9831.52          0    -520.18        170   -466.967 
    -14515          0   -556.967        171   -478.404 
  -18734.1          0   -576.807        172   -475.408 
  -23572.4          0   -575.567        173   -447.981 
  -27365.7          0   -559.033        174   -410.917 
  -31662.1          0   -503.647        175   -332.275 
  -38745.5          0   -454.667        176   -244.957 
  -39906.7          0    -383.16        177   -167.165 
  -33365.2          1     -297.6        178   -117.011 
  -24385.3          1     -179.8        179   -47.8147 
  -11108.8          1   -70.2667        180     -10.14 
    1703.1          1      60.14        181     50.922 
    2864.3          1    184.967        182    169.464 
   3290.08          1    297.187        183    279.379 
   4877.05          1    395.353        184    368.956 
   6076.96          1    467.687        185    434.795 
   11186.3          1     515.84        186    455.294 
     17031          1    574.947        187    482.766 
   20708.1          1    590.447        188    478.364 
   25469.1          1    591.067        189    453.215 
   32513.7          1    567.507        190    391.526 
   38242.3          1     509.64        191    302.654 
   40022.8          1      449.5        192    232.877 
   38745.5          0     363.32        193     153.61 
   35029.6          0    279.827        194    90.2288 
   22682.2          0    177.113        195    54.3461 
   8709.02          0      60.14        196    13.0024 
    1161.2          0   -54.7667        197   -61.0517 
   1238.62          1   -155.207        198   -161.911 
